gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
21800225,11/17/18,regular,1610612755,PHI,CHA,PHI,53,122,39,93,41.9,11,35,31.4,33,38,86.8,9,44,53,23,19,9,6,24,3,1,2019
21800226,11/17/18,regular,1610612737,ATL,IND,ATL,48,89,31,87,35.6,8,29,27.6,19,27,70.4,5,36,41,20,18,15,6,24,-8,0,2019
21800226,11/17/18,regular,1610612754,IND,IND,ATL,48,97,35,87,40.2,12,30,40,15,21,71.4,10,43,53,25,24,11,6,26,8,1,2019
21800227,11/17/18,regular,1610612747,LAL,ORL,LAL,48,117,43,90,47.8,10,30,33.3,21,25,84,8,33,41,22,14,5,6,20,-13,0,2019
21800227,11/17/18,regular,1610612753,ORL,ORL,LAL,48,130,50,93,53.8,11,32,34.4,19,23,82.6,11,30,41,28,13,5,8,23,13,1,2019
21800228,11/17/18,regular,1610612743,DEN,NOP,DEN,48,115,46,95,48.4,15,39,38.5,8,13,61.5,10,33,43,30,13,5,6,23,-10,0,2019
21800228,11/17/18,regular,1610612740,NOP,NOP,DEN,48,125,42,87,48.3,10,25,40,31,34,91.2,10,36,46,29,11,6,8,18,10,1,2019
21800229,11/17/18,regular,1610612738,BOS,BOS,UTA,48,86,35,91,38.5,5,33,15.2,11,20,55,17,34,51,16,14,11,4,22,-12,0,2019
21800229,11/17/18,regular,1610612762,UTA,BOS,UTA,48,98,35,78,44.9,11,38,28.9,17,27,63,7,39,46,23,15,11,4,23,12,1,2019
21800230,11/17/18,regular,1610612741,CHI,CHI,TOR,48,83,30,86,34.9,8,27,29.6,15,21,71.4,7,27,34,21,22,13,3,19,-39,0,2019
21800230,11/17/18,regular,1610612761,TOR,CHI,TOR,48,122,48,89,53.9,14,35,40,12,13,92.3,8,46,54,31,23,14,10,24,39,1,2019
21800231,11/17/18,regular,1610612745,HOU,HOU,SAC,48,132,46,81,56.8,20,47,42.6,20,24,83.3,6,35,41,27,22,9,10,20,20,1,2019
21800231,11/17/18,regular,1610612758,SAC,HOU,SAC,48,112,46,102,45.1,11,35,31.4,9,12,75,13,26,39,23,14,10,3,21,-20,0,2019
21800232,11/17/18,regular,1610612742,DAL,DAL,GSW,48,112,40,86,46.5,10,34,29.4,22,34,64.7,8,38,46,18,10,6,5,18,3,1,2019
21800232,11/17/18,regular,1610612744,GSW,DAL,GSW,48,109,42,94,44.7,9,33,27.3,16,17,94.1,12,35,47,24,12,6,6,27,-3,0,2019
21800233,11/17/18,regular,1610612760,OKC,PHX,OKC,48,110,38,85,44.7,7,24,29.2,27,32,84.4,14,38,52,17,18,9,7,20,10,1,2019
21800233,11/17/18,regular,1610612756,PHX,PHX,OKC,48,100,37,82,45.1,12,29,41.4,14,21,66.7,4,27,31,25,15,14,6,28,-10,0,2019
21800234,11/18/18,regular,1610612763,MEM,MIN,MEM,48,100,35,82,42.7,12,28,42.9,18,25,72,10,33,43,26,12,11,9,20,13,1,2019
21800234,11/18/18,regular,1610612750,MIN,MIN,MEM,48,87,31,80,38.8,12,29,41.4,13,16,81.3,10,39,49,20,20,8,3,20,-13,0,2019
21800235,11/18/18,regular,1610612747,LAL,MIA,LAL,48,113,42,95,44.2,11,27,40.7,18,21,85.7,14,36,50,16,10,7,5,19,16,1,2019
21800235,11/18/18,regular,1610612748,MIA,MIA,LAL,48,97,35,87,40.2,13,32,40.6,14,19,73.7,12,36,48,20,14,3,5,21,-16,0,2019
21800236,11/18/18,regular,1610612752,NYK,ORL,NYK,48,117,40,87,46,8,24,33.3,29,35,82.9,17,25,42,12,14,7,2,26,-14,0,2019
21800236,11/18/18,regular,1610612753,ORL,ORL,NYK,48,131,48,84,57.1,13,32,40.6,22,26,84.6,7,28,35,35,17,5,6,26,14,1,2019
21800237,11/18/18,regular,1610612757,POR,WAS,POR,48,119,39,86,45.3,11,30,36.7,30,35,85.7,9,43,52,26,15,4,3,25,10,1,2019
21800237,11/18/18,regular,1610612764,WAS,WAS,POR,48,109,43,96,44.8,13,32,40.6,10,21,47.6,9,34,43,28,12,4,9,30,-10,0,2019
21800238,11/18/18,regular,1610612744,GSW,SAS,GSW,48,92,35,86,40.7,5,26,19.2,17,21,81,10,36,46,20,12,6,4,17,-12,0,2019
21800238,11/18/18,regular,1610612759,SAS,SAS,GSW,48,104,41,92,44.6,10,24,41.7,12,17,70.6,11,37,48,24,11,3,5,18,12,1,2019
21800239,11/19/18,regular,1610612738,BOS,CHA,BOS,48,112,45,89,50.6,9,32,28.1,13,18,72.2,8,33,41,31,12,9,6,22,-5,0,2019
21800239,11/19/18,regular,1610612766,CHA,CHA,BOS,48,117,43,89,48.3,15,41,36.6,16,22,72.7,8,36,44,18,14,5,3,16,5,1,2019
21800240,11/19/18,regular,1610612739,CLE,DET,CLE,48,102,35,79,44.3,8,21,38.1,24,34,70.6,11,25,36,16,10,8,3,22,-11,0,2019
21800240,11/19/18,regular,1610612765,DET,DET,CLE,48,113,41,89,46.1,13,38,34.2,18,19,94.7,13,37,50,26,12,5,4,27,11,1,2019
21800241,11/19/18,regular,1610612754,IND,IND,UTA,48,121,49,93,52.7,12,25,48,11,17,64.7,11,33,44,35,9,13,3,17,27,1,2019
21800241,11/19/18,regular,1610612762,UTA,IND,UTA,48,94,36,74,48.6,11,25,44,11,16,68.8,3,33,36,26,19,6,10,18,-27,0,2019
21800242,11/19/18,regular,1610612755,PHI,PHI,PHX,48,119,41,84,48.8,6,22,27.3,31,42,73.8,13,40,53,24,19,8,1,27,5,1,2019
21800242,11/19/18,regular,1610612756,PHX,PHI,PHX,48,114,44,87,50.6,13,33,39.4,13,24,54.2,5,26,31,25,13,9,4,34,-5,0,2019
21800243,11/19/18,regular,1610612737,ATL,ATL,LAC,48,119,45,101,44.6,12,38,31.6,17,19,89.5,16,35,51,29,16,6,6,38,-8,0,2019
21800243,11/19/18,regular,1610612746,LAC,ATL,LAC,48,127,40,93,43,10,33,30.3,37,47,78.7,15,37,52,24,15,9,8,22,8,1,2019
21800244,11/19/18,regular,1610612742,DAL,MEM,DAL,48,88,30,88,34.1,10,32,31.3,18,21,85.7,7,36,43,17,11,8,4,19,-10,0,2019
21800244,11/19/18,regular,1610612763,MEM,MEM,DAL,48,98,37,79,46.8,12,30,40,12,14,85.7,5,40,45,29,16,8,11,21,10,1,2019
21800245,11/19/18,regular,1610612743,DEN,MIL,DEN,48,98,40,94,42.6,12,41,29.3,6,9,66.7,13,30,43,30,18,6,4,20,-6,0,2019
21800245,11/19/18,regular,1610612749,MIL,MIL,DEN,48,104,40,88,45.5,11,36,30.6,13,22,59.1,13,38,51,21,18,8,3,16,6,1,2019
21800246,11/19/18,regular,1610612740,NOP,NOP,SAS,48,140,59,102,57.8,10,26,38.5,12,14,85.7,14,28,42,34,11,10,5,23,14,1,2019
21800246,11/19/18,regular,1610612759,SAS,NOP,SAS,48,126,45,94,47.9,12,24,50,24,30,80,18,26,44,22,15,7,0,20,-14,0,2019
21800247,11/19/18,regular,1610612760,OKC,SAC,OKC,48,113,45,108,41.7,12,41,29.3,11,16,68.8,13,40,53,22,13,8,3,22,-4,0,2019
21800247,11/19/18,regular,1610612758,SAC,SAC,OKC,48,117,45,102,44.1,16,38,42.1,11,17,64.7,14,45,59,29,15,7,4,18,4,1,2019
21800248,11/20/18,regular,1610612753,ORL,ORL,TOR,48,91,34,84,40.5,8,30,26.7,15,19,78.9,11,38,49,24,14,5,4,11,-2,0,2019
21800248,11/20/18,regular,1610612761,TOR,ORL,TOR,48,93,39,87,44.8,9,34,26.5,6,8,75,6,37,43,23,16,7,5,19,2,1,2019
21800249,11/20/18,regular,1610612746,LAC,WAS,LAC,48,118,46,89,51.7,11,27,40.7,15,18,83.3,7,37,44,20,19,6,4,28,-7,0,2019
21800249,11/20/18,regular,1610612764,WAS,WAS,LAC,48,125,40,93,43,13,39,33.3,32,39,82.1,11,33,44,27,7,11,8,20,7,1,2019
21800250,11/20/18,regular,1610612751,BKN,MIA,BKN,48,104,38,88,43.2,8,31,25.8,20,26,76.9,13,40,53,17,12,6,4,21,12,1,2019
21800250,11/20/18,regular,1610612748,MIA,MIA,BKN,48,92,36,100,36,7,32,21.9,13,20,65,18,34,52,18,14,5,6,24,-12,0,2019
21800251,11/20/18,regular,1610612752,NYK,NYK,POR,48,114,42,83,50.6,13,29,44.8,17,22,77.3,10,32,42,22,15,8,5,15,-4,0,2019
21800251,11/20/18,regular,1610612757,POR,NYK,POR,48,118,45,95,47.4,16,35,45.7,12,17,70.6,14,29,43,25,12,8,4,19,4,1,2019
21800252,11/21/18,regular,1610612766,CHA,CHA,IND,48,127,45,80,56.3,18,29,62.1,19,22,86.4,6,30,36,30,12,7,3,15,18,1,2019
21800252,11/21/18,regular,1610612754,IND,CHA,IND,48,109,41,84,48.8,11,33,33.3,16,17,94.1,10,27,37,26,14,5,7,19,-18,0,2019
21800253,11/21/18,regular,1610612740,NOP,PHI,NOP,48,120,42,98,42.9,11,30,36.7,25,33,75.8,20,34,54,24,15,8,8,21,-1,0,2019
21800253,11/21/18,regular,1610612755,PHI,PHI,NOP,48,121,44,98,44.9,10,29,34.5,23,26,88.5,11,36,47,27,16,7,7,26,1,1,2019
21800254,11/21/18,regular,1610612737,ATL,ATL,TOR,48,108,42,93,45.2,10,36,27.8,14,18,77.8,9,25,34,24,9,10,7,21,-16,0,2019
21800254,11/21/18,regular,1610612761,TOR,ATL,TOR,48,124,48,90,53.3,11,29,37.9,17,23,73.9,14,41,55,33,19,6,1,21,16,1,2019
21800255,11/21/18,regular,1610612738,BOS,BOS,NYK,48,109,38,97,39.2,10,33,30.3,23,32,71.9,15,35,50,30,8,10,9,16,-8,0,2019
21800255,11/21/18,regular,1610612752,NYK,BOS,NYK,48,117,44,89,49.4,15,30,50,14,17,82.4,9,40,49,25,17,3,11,24,8,1,2019
21800256,11/21/18,regular,1610612739,CLE,CLE,LAL,48,105,39,102,38.2,13,34,38.2,14,15,93.3,15,31,46,18,3,3,2,22,-4,0,2019
21800256,11/21/18,regular,1610612747,LAL,CLE,LAL,48,109,40,78,51.3,9,25,36,20,28,71.4,7,44,51,23,15,2,9,20,4,1,2019
21800257,11/21/18,regular,1610612741,CHI,CHI,PHX,48,124,46,81,56.8,11,25,44,21,24,87.5,4,35,39,28,17,8,2,19,8,1,2019
21800257,11/21/18,regular,1610612756,PHX,CHI,PHX,48,116,48,98,49,10,34,29.4,10,10,100,6,30,36,28,13,9,5,20,-8,0,2019
21800258,11/21/18,regular,1610612765,DET,HOU,DET,48,124,40,85,47.1,16,34,47.1,28,37,75.7,15,22,37,20,16,8,1,26,-2,0,2019
21800258,11/21/18,regular,1610612745,HOU,HOU,DET,48,126,40,72,55.6,13,33,39.4,33,36,91.7,5,31,36,18,15,8,7,25,2,1,2019
21800259,11/21/18,regular,1610612749,MIL,MIL,POR,48,143,57,108,52.8,15,45,33.3,14,17,82.4,13,46,59,34,14,8,2,23,43,1,2019
21800259,11/21/18,regular,1610612757,POR,MIL,POR,48,100,34,93,36.6,9,41,22,23,28,82.1,10,30,40,13,17,8,6,20,-43,0,2019
21800260,11/21/18,regular,1610612743,DEN,MIN,DEN,48,103,42,89,47.2,14,35,40,5,6,83.3,9,31,40,29,14,12,4,22,2,1,2019
21800260,11/21/18,regular,1610612750,MIN,MIN,DEN,48,101,35,79,44.3,9,32,28.1,22,26,84.6,8,32,40,24,18,8,3,15,-2,0,2019
21800261,11/21/18,regular,1610612751,BKN,DAL,BKN,48,113,42,94,44.7,14,42,33.3,15,21,71.4,16,26,42,23,14,8,2,31,-6,0,2019
21800261,11/21/18,regular,1610612742,DAL,DAL,BKN,48,119,38,78,48.7,11,27,40.7,32,41,78,8,37,45,21,13,10,3,20,6,1,2019
21800262,11/21/18,regular,1610612763,MEM,SAS,MEM,48,104,39,81,48.1,8,25,32,18,21,85.7,4,36,40,21,9,4,7,25,1,1,2019
21800262,11/21/18,regular,1610612759,SAS,SAS,MEM,48,103,35,82,42.7,7,22,31.8,26,30,86.7,10,33,43,21,9,4,5,20,-1,0,2019
21800263,11/21/18,regular,1610612758,SAC,UTA,SAC,48,119,47,89,52.8,11,25,44,14,19,73.7,8,40,48,27,11,5,4,30,9,1,2019
21800263,11/21/18,regular,1610612762,UTA,UTA,SAC,48,110,38,88,43.2,12,39,30.8,22,31,71,12,34,46,21,10,7,7,21,-9,0,2019
21800264,11/21/18,regular,1610612744,GSW,GSW,OKC,48,95,36,83,43.4,7,29,24.1,16,24,66.7,7,35,42,24,17,7,10,18,-28,0,2019
21800264,11/21/18,regular,1610612760,OKC,GSW,OKC,48,123,51,106,48.1,13,35,37.1,8,15,53.3,18,43,61,29,10,10,5,23,28,1,2019
21800265,11/23/18,regular,1610612751,BKN,BKN,MIN,48,102,33,79,41.8,14,45,31.1,22,26,84.6,9,37,46,26,19,2,4,22,-10,0,2019
21800265,11/23/18,regular,1610612750,MIN,BKN,MIN,48,112,44,92,47.8,9,25,36,15,17,88.2,9,29,38,25,7,15,4,20,10,1,2019
21800266,11/23/18,regular,1610612746,LAC,LAC,MEM,53,112,40,94,42.6,8,23,34.8,24,27,88.9,8,40,48,26,11,6,5,23,5,1,2019
21800266,11/23/18,regular,1610612763,MEM,LAC,MEM,53,107,42,92,45.7,9,27,33.3,14,18,77.8,6,41,47,29,17,6,7,29,-5,0,2019
21800267,11/23/18,regular,1610612765,DET,DET,HOU,53,116,40,88,45.5,7,27,25.9,29,40,72.5,14,35,49,18,14,11,5,18,5,1,2019
21800267,11/23/18,regular,1610612745,HOU,DET,HOU,53,111,41,98,41.8,10,36,27.8,19,21,90.5,17,27,44,22,14,6,7,26,-5,0,2019
21800268,11/23/18,regular,1610612737,ATL,ATL,BOS,48,96,35,81,43.2,6,35,17.1,20,29,69,5,35,40,22,21,9,7,26,-18,0,2019
21800268,11/23/18,regular,1610612738,BOS,ATL,BOS,48,114,42,91,46.2,13,40,32.5,17,21,81,7,36,43,31,16,11,7,29,18,1,2019
21800269,11/23/18,regular,1610612740,NOP,NYK,NOP,48,109,40,101,39.6,7,28,25,22,29,75.9,20,35,55,26,14,5,5,22,-5,0,2019
21800269,11/23/18,regular,1610612752,NYK,NYK,NOP,48,114,41,91,45.1,12,33,36.4,20,27,74.1,12,34,46,22,9,9,10,26,5,1,2019
21800270,11/23/18,regular,1610612739,CLE,PHI,CLE,48,121,49,93,52.7,11,22,50,12,16,75,14,28,42,16,9,7,1,25,9,1,2019
21800270,11/23/18,regular,1610612755,PHI,PHI,CLE,48,112,40,75,53.3,12,33,36.4,20,26,76.9,4,27,31,27,10,5,2,20,-9,0,2019
21800271,11/23/18,regular,1610612761,TOR,TOR,WAS,48,125,46,93,49.5,17,39,43.6,16,19,84.2,13,37,50,32,15,5,6,23,18,1,2019
21800271,11/23/18,regular,1610612764,WAS,TOR,WAS,48,107,40,100,40,9,46,19.6,18,19,94.7,14,30,44,28,13,8,7,16,-18,0,2019
21800272,11/23/18,regular,1610612754,IND,IND,SAS,48,100,46,99,46.5,3,24,12.5,5,9,55.6,11,34,45,31,12,9,2,22,-11,0,2019
21800272,11/23/18,regular,1610612759,SAS,IND,SAS,48,111,42,83,50.6,10,21,47.6,17,24,70.8,9,37,46,28,15,3,4,19,11,1,2019
21800273,11/23/18,regular,1610612741,CHI,CHI,MIA,48,96,35,94,37.2,7,28,25,19,20,95,11,40,51,23,17,8,6,23,-7,0,2019
21800273,11/23/18,regular,1610612748,MIA,CHI,MIA,48,103,37,87,42.5,10,34,29.4,19,31,61.3,10,38,48,20,14,10,11,21,7,1,2019
21800274,11/23/18,regular,1610612766,CHA,OKC,CHA,48,104,43,94,45.7,6,31,19.4,12,14,85.7,11,35,46,24,14,8,5,21,-5,0,2019
21800274,11/23/18,regular,1610612760,OKC,OKC,CHA,48,109,41,93,44.1,11,33,33.3,16,24,66.7,11,35,46,24,14,6,2,18,5,1,2019
21800275,11/23/18,regular,1610612749,MIL,MIL,PHX,48,114,42,87,48.3,10,44,22.7,20,30,66.7,7,36,43,30,14,6,7,17,-2,0,2019
21800275,11/23/18,regular,1610612756,PHX,MIL,PHX,48,116,45,90,50,9,26,34.6,17,22,77.3,6,34,40,21,11,8,4,25,2,1,2019
21800276,11/23/18,regular,1610612743,DEN,DEN,ORL,48,112,44,93,47.3,9,28,32.1,15,17,88.2,12,39,51,33,11,10,5,20,25,1,2019
21800276,11/23/18,regular,1610612753,ORL,DEN,ORL,48,87,32,79,40.5,8,32,25,15,19,78.9,4,33,37,24,15,7,2,19,-25,0,2019
21800277,11/23/18,regular,1610612744,GSW,GSW,POR,48,125,48,85,56.5,17,32,53.1,12,16,75,6,37,43,29,15,11,10,22,28,1,2019
21800277,11/23/18,regular,1610612757,POR,GSW,POR,48,97,38,93,40.9,9,24,37.5,12,22,54.5,12,27,39,22,13,9,2,16,-28,0,2019
21800278,11/23/18,regular,1610612747,LAL,LAL,UTA,48,90,36,79,45.6,7,23,30.4,11,18,61.1,5,42,47,10,24,11,5,20,7,1,2019
21800278,11/23/18,regular,1610612762,UTA,LAL,UTA,48,83,33,85,38.8,4,23,17.4,13,17,76.5,7,34,41,22,19,12,3,21,-7,0,2019
21800279,11/24/18,regular,1610612739,CLE,CLE,HOU,48,117,44,90,48.9,7,22,31.8,22,29,75.9,20,29,49,15,14,11,2,24,9,1,2019
21800279,11/24/18,regular,1610612745,HOU,CLE,HOU,48,108,37,74,50,15,39,38.5,19,28,67.9,8,23,31,18,16,5,4,19,-9,0,2019
21800280,11/24/18,regular,1610612740,NOP,WAS,NOP,48,114,43,90,47.8,11,31,35.5,17,21,81,7,36,43,23,16,10,3,21,-10,0,2019
21800280,11/24/18,regular,1610612764,WAS,WAS,NOP,48,124,51,90,56.7,10,29,34.5,12,23,52.2,5,40,45,30,15,12,9,16,10,1,2019
21800281,11/24/18,regular,1610612741,CHI,MIN,CHI,48,96,32,81,39.5,10,33,30.3,22,31,71,6,34,40,22,15,7,4,19,-15,0,2019
21800281,11/24/18,regular,1610612750,MIN,MIN,CHI,48,111,42,103,40.8,7,34,20.6,20,23,87,21,38,59,22,14,7,5,23,15,1,2019
21800282,11/24/18,regular,1610612743,DEN,OKC,DEN,48,105,39,95,41.1,10,30,33.3,17,24,70.8,15,39,54,26,18,6,9,20,7,1,2019
21800282,11/24/18,regular,1610612760,OKC,OKC,DEN,48,98,37,103,35.9,9,39,23.1,15,23,65.2,19,35,54,22,10,9,5,24,-7,0,2019
21800283,11/24/18,regular,1610612738,BOS,DAL,BOS,48,104,41,86,47.7,10,28,35.7,12,13,92.3,9,33,42,19,18,8,3,21,-9,0,2019
21800283,11/24/18,regular,1610612742,DAL,DAL,BOS,48,113,42,87,48.3,16,41,39,13,21,61.9,13,30,43,27,16,12,3,16,9,1,2019
21800284,11/24/18,regular,1610612749,MIL,MIL,SAS,48,135,49,86,57,15,40,37.5,22,29,75.9,6,35,41,30,13,7,3,22,6,1,2019
21800284,11/24/18,regular,1610612759,SAS,MIL,SAS,48,129,49,92,53.3,10,21,47.6,21,28,75,9,30,39,27,10,8,3,21,-6,0,2019
21800285,11/24/18,regular,1610612744,GSW,GSW,SAC,48,117,41,88,46.6,10,34,29.4,25,29,86.2,12,42,54,28,15,5,6,24,1,1,2019
21800285,11/24/18,regular,1610612758,SAC,GSW,SAC,48,116,42,97,43.3,11,28,39.3,21,29,72.4,13,34,47,28,8,6,4,22,-1,0,2019
21800286,11/25/18,regular,1610612747,LAL,LAL,ORL,48,104,37,79,46.8,10,26,38.5,20,31,64.5,5,37,42,22,18,9,10,17,-4,0,2019
21800286,11/25/18,regular,1610612753,ORL,LAL,ORL,48,108,42,93,45.2,11,31,35.5,13,14,92.9,9,36,45,31,14,8,5,22,4,1,2019
21800287,11/25/18,regular,1610612765,DET,DET,PHX,48,118,43,93,46.2,16,41,39,16,25,64,13,28,41,30,13,9,0,19,11,1,2019
21800287,11/25/18,regular,1610612756,PHX,DET,PHX,48,107,42,82,51.2,8,25,32,15,21,71.4,10,32,42,22,17,6,6,22,-11,0,2019
21800288,11/25/18,regular,1610612737,ATL,ATL,CHA,48,124,50,94,53.2,16,39,41,8,11,72.7,9,32,41,34,15,5,9,23,1,1,2019
21800288,11/25/18,regular,1610612766,CHA,ATL,CHA,48,123,41,92,44.6,18,45,40,23,28,82.1,10,32,42,30,12,8,4,15,-1,0,2019
21800289,11/25/18,regular,1610612751,BKN,BKN,PHI,48,125,50,88,56.8,10,25,40,15,20,75,10,33,43,19,16,2,4,25,-2,0,2019
21800289,11/25/18,regular,1610612755,PHI,BKN,PHI,48,127,44,91,48.4,12,29,41.4,27,33,81.8,13,29,42,28,9,9,6,22,2,1,2019
21800290,11/25/18,regular,1610612748,MIA,TOR,MIA,48,115,39,95,41.1,15,36,41.7,22,32,68.8,17,29,46,21,7,6,5,22,-10,0,2019
21800290,11/25/18,regular,1610612761,TOR,TOR,MIA,48,125,47,90,52.2,11,35,31.4,20,25,80,11,36,47,25,11,4,7,21,10,1,2019
21800291,11/25/18,regular,1610612763,MEM,MEM,NYK,48,98,38,86,44.2,11,30,36.7,11,19,57.9,6,35,41,27,8,5,19,23,-5,0,2019
21800291,11/25/18,regular,1610612752,NYK,MEM,NYK,48,103,34,91,37.4,8,22,36.4,27,32,84.4,14,42,56,17,10,4,5,21,5,1,2019
21800292,11/25/18,regular,1610612758,SAC,SAC,UTA,48,112,40,85,47.1,9,23,39.1,23,31,74.2,7,29,36,20,17,10,7,25,-21,0,2019
21800292,11/25/18,regular,1610612762,UTA,SAC,UTA,48,133,49,92,53.3,10,30,33.3,25,33,75.8,13,36,49,30,19,11,5,26,21,1,2019
21800293,11/25/18,regular,1610612746,LAC,POR,LAC,48,104,38,90,42.2,5,25,20,23,34,67.6,11,37,48,15,4,9,5,13,4,1,2019
21800293,11/25/18,regular,1610612757,POR,POR,LAC,48,100,42,97,43.3,8,38,21.1,8,10,80,16,42,58,18,12,2,5,24,-4,0,2019
21800294,11/26/18,regular,1610612766,CHA,CHA,MIL,48,110,38,81,46.9,13,29,44.8,21,30,70,5,39,44,21,11,9,5,22,3,1,2019
21800294,11/26/18,regular,1610612749,MIL,CHA,MIL,48,107,37,90,41.1,16,46,34.8,17,21,81,10,38,48,25,16,7,5,22,-3,0,2019
21800295,11/26/18,regular,1610612739,CLE,CLE,MIN,48,95,36,86,41.9,10,31,32.3,13,14,92.9,9,31,40,24,17,4,3,18,-7,0,2019
21800295,11/26/18,regular,1610612750,MIN,CLE,MIN,48,102,40,86,46.5,8,26,30.8,14,19,73.7,8,31,39,18,9,8,8,18,7,1,2019
21800296,11/26/18,regular,1610612745,HOU,WAS,HOU,53,131,46,97,47.4,18,48,37.5,21,27,77.8,18,30,48,22,21,8,5,31,-4,0,2019
21800296,11/26/18,regular,1610612764,WAS,WAS,HOU,53,135,50,89,56.2,11,29,37.9,24,32,75,9,29,38,29,13,7,7,29,4,1,2019
21800297,11/26/18,regular,1610612741,CHI,CHI,SAS,48,107,42,90,46.7,14,33,42.4,9,11,81.8,5,38,43,23,12,6,5,12,-1,0,2019
21800297,11/26/18,regular,1610612759,SAS,CHI,SAS,48,108,45,93,48.4,10,30,33.3,8,9,88.9,7,39,46,29,10,7,2,16,1,1,2019
21800298,11/26/18,regular,1610612738,BOS,NOP,BOS,48,124,48,97,49.5,19,39,48.7,9,10,90,14,28,42,27,15,14,4,25,17,1,2019
21800298,11/26/18,regular,1610612740,NOP,NOP,BOS,48,107,34,77,44.2,12,32,37.5,27,29,93.1,9,31,40,21,22,8,5,20,-17,0,2019
21800299,11/26/18,regular,1610612754,IND,UTA,IND,48,121,49,84,58.3,9,18,50,14,17,82.4,4,35,39,33,16,13,4,17,33,1,2019
21800299,11/26/18,regular,1610612762,UTA,UTA,IND,48,88,34,81,42,8,31,25.8,12,17,70.6,10,28,38,25,19,10,4,17,-33,0,2019
21800300,11/26/18,regular,1610612744,GSW,GSW,ORL,48,116,41,84,48.8,13,35,37.1,21,23,91.3,10,36,46,21,15,8,7,19,6,1,2019
21800300,11/26/18,regular,1610612753,ORL,GSW,ORL,48,110,40,90,44.4,14,30,46.7,16,21,76.2,6,28,34,28,11,11,2,21,-6,0,2019
21800301,11/27/18,regular,1610612765,DET,DET,NYK,48,115,38,80,47.5,7,24,29.2,32,45,71.1,7,41,48,20,13,5,7,26,7,1,2019
21800301,11/27/18,regular,1610612752,NYK,DET,NYK,48,108,36,91,39.6,9,27,33.3,27,32,84.4,13,37,50,16,13,5,5,31,-7,0,2019
21800302,11/27/18,regular,1610612737,ATL,MIA,ATL,48,115,38,80,47.5,12,31,38.7,27,32,84.4,10,36,46,22,24,13,7,24,2,1,2019
21800302,11/27/18,regular,1610612748,MIA,MIA,ATL,48,113,40,87,46,13,38,34.2,20,30,66.7,11,32,43,22,20,20,3,25,-2,0,2019
21800303,11/27/18,regular,1610612763,MEM,MEM,TOR,48,114,43,85,50.6,10,29,34.5,18,21,85.7,11,24,35,27,15,9,5,23,-8,0,2019
21800303,11/27/18,regular,1610612761,TOR,MEM,TOR,48,122,42,69,60.9,18,33,54.5,20,28,71.4,4,27,31,25,15,5,5,18,8,1,2019
21800304,11/27/18,regular,1610612743,DEN,DEN,LAL,48,117,47,97,48.5,9,25,36,14,15,93.3,16,44,60,28,12,7,4,17,32,1,2019
21800304,11/27/18,regular,1610612747,LAL,DEN,LAL,48,85,34,87,39.1,5,35,14.3,12,18,66.7,8,31,39,19,12,5,8,19,-32,0,2019
21800305,11/27/18,regular,1610612754,IND,PHX,IND,48,109,38,90,42.2,11,26,42.3,22,29,75.9,17,38,55,25,12,8,6,13,5,1,2019
21800305,11/27/18,regular,1610612756,PHX,PHX,IND,48,104,41,92,44.6,10,30,33.3,12,18,66.7,12,33,45,20,9,8,6,17,-5,0,2019
21800306,11/28/18,regular,1610612737,ATL,CHA,ATL,48,94,32,93,34.4,11,44,25,19,22,86.4,16,38,54,20,19,11,8,25,-14,0,2019
21800306,11/28/18,regular,1610612766,CHA,CHA,ATL,48,108,38,83,45.8,4,20,20,28,37,75.7,5,39,44,20,14,15,5,21,14,1,2019
21800307,11/28/18,regular,1610612752,NYK,PHI,NYK,48,91,32,92,34.8,6,29,20.7,21,22,95.5,11,30,41,14,15,11,5,21,-26,0,2019
21800307,11/28/18,regular,1610612755,PHI,PHI,NYK,48,117,47,87,54,12,25,48,11,16,68.8,8,42,50,34,16,7,5,19,26,1,2019
21800308,11/28/18,regular,1610612751,BKN,BKN,UTA,48,91,30,86,34.9,11,30,36.7,20,28,71.4,14,34,48,11,20,12,5,20,-10,0,2019
21800308,11/28/18,regular,1610612762,UTA,BKN,UTA,48,101,39,82,47.6,9,28,32.1,14,21,66.7,8,40,48,17,19,10,6,25,10,1,2019
21800309,11/28/18,regular,1610612742,DAL,HOU,DAL,48,128,46,85,54.1,17,34,50,19,24,79.2,10,27,37,27,15,10,7,17,20,1,2019
21800309,11/28/18,regular,1610612745,HOU,HOU,DAL,48,108,40,87,46,13,45,28.9,15,23,65.2,15,23,38,28,18,10,5,26,-20,0,2019
21800310,11/28/18,regular,1610612741,CHI,MIL,CHI,48,113,40,89,44.9,11,37,29.7,22,29,75.9,9,36,45,28,11,9,3,23,-3,0,2019
21800310,11/28/18,regular,1610612749,MIL,MIL,CHI,48,116,43,87,49.4,12,35,34.3,18,24,75,8,40,48,29,12,6,8,23,3,1,2019
21800311,11/28/18,regular,1610612750,MIN,MIN,SAS,48,128,50,99,50.5,18,41,43.9,10,15,66.7,13,35,48,33,9,12,6,18,39,1,2019
21800311,11/28/18,regular,1610612759,SAS,MIN,SAS,48,89,34,87,39.1,8,27,29.6,13,13,100,12,34,46,23,19,1,8,17,-39,0,2019
