gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22300350,12/18/23,regular,1610612754,IND,IND,LAC,48,127,49,95,51.6,12,33,36.4,17,21,81,11,23,34,38,11,6,7,21,-24,0,2024
22300350,12/18/23,regular,1610612746,LAC,IND,LAC,48,151,56,98,57.1,19,38,50,20,23,87,14,32,46,26,11,4,9,19,24,1,2024
22300351,12/18/23,regular,1610612741,CHI,PHI,CHI,48,108,42,89,47.2,12,29,41.4,12,15,80,11,34,45,24,10,7,9,15,4,1,2024
22300351,12/18/23,regular,1610612755,PHI,PHI,CHI,48,104,38,88,43.2,11,32,34.4,17,19,89.5,9,35,44,23,12,8,8,17,-4,0,2024
22300352,12/18/23,regular,1610612737,ATL,ATL,DET,48,130,46,85,54.1,16,36,44.4,22,27,81.5,11,29,40,25,18,6,10,24,6,1,2024
22300352,12/18/23,regular,1610612765,DET,ATL,DET,48,124,48,94,51.1,9,22,40.9,19,27,70.4,12,24,36,23,13,7,3,26,-6,0,2024
22300353,12/18/23,regular,1610612748,MIA,MIA,MIN,48,108,41,87,47.1,11,30,36.7,15,18,83.3,9,31,40,27,15,10,4,18,-4,0,2024
22300353,12/18/23,regular,1610612750,MIN,MIA,MIN,48,112,42,85,49.4,11,29,37.9,17,19,89.5,12,33,45,27,14,10,9,19,4,1,2024
22300354,12/18/23,regular,1610612766,CHA,TOR,CHA,48,99,39,89,43.8,8,32,25,13,13,100,10,26,36,18,13,8,6,19,-15,0,2024
22300354,12/18/23,regular,1610612761,TOR,TOR,CHA,48,114,44,86,51.2,8,29,27.6,18,22,81.8,15,36,51,30,19,4,4,16,15,1,2024
22300355,12/18/23,regular,1610612763,MEM,OKC,MEM,48,97,30,85,35.3,19,54,35.2,18,21,85.7,7,38,45,25,22,6,3,19,-19,0,2024
22300355,12/18/23,regular,1610612760,OKC,OKC,MEM,48,116,42,92,45.7,11,36,30.6,21,23,91.3,10,43,53,31,12,11,10,18,19,1,2024
22300356,12/18/23,regular,1610612742,DAL,DEN,DAL,48,104,41,92,44.6,13,38,34.2,9,19,47.4,15,28,43,19,11,2,0,20,-26,0,2024
22300356,12/18/23,regular,1610612743,DEN,DEN,DAL,48,130,49,87,56.3,14,26,53.8,18,22,81.8,9,37,46,29,9,7,4,19,26,1,2024
22300357,12/18/23,regular,1610612751,BKN,UTA,BKN,48,108,39,90,43.3,16,39,41,14,20,70,11,25,36,25,14,4,9,17,-17,0,2024
22300357,12/18/23,regular,1610612762,UTA,UTA,BKN,48,125,45,91,49.5,14,34,41.2,21,24,87.5,12,39,51,30,14,6,8,20,17,1,2024
22300358,12/18/23,regular,1610612758,SAC,SAC,WAS,48,143,53,100,53,17,43,39.5,20,26,76.9,9,33,42,35,7,8,5,24,12,1,2024
22300358,12/18/23,regular,1610612764,WAS,SAC,WAS,48,131,44,85,51.8,18,38,47.4,25,30,83.3,5,34,39,26,12,3,6,21,-12,0,2024
22300359,12/18/23,regular,1610612747,LAL,LAL,NYK,48,109,42,99,42.4,13,41,31.7,12,13,92.3,9,32,41,29,10,9,3,17,-5,0,2024
22300359,12/18/23,regular,1610612752,NYK,LAL,NYK,48,114,42,88,47.7,10,30,33.3,20,23,87,11,41,52,21,16,5,6,16,5,1,2024
22300360,12/19/23,regular,1610612763,MEM,NOP,MEM,48,115,41,82,50,10,31,32.3,23,29,79.3,13,29,42,19,18,5,7,19,2,1,2024
22300360,12/19/23,regular,1610612740,NOP,NOP,MEM,48,113,40,85,47.1,11,25,44,22,24,91.7,11,28,39,23,11,4,3,23,-2,0,2024
22300361,12/19/23,regular,1610612749,MIL,MIL,SAS,48,132,50,106,47.2,18,49,36.7,14,18,77.8,11,36,47,34,7,11,7,15,13,1,2024
22300361,12/19/23,regular,1610612759,SAS,MIL,SAS,48,119,46,96,47.9,9,30,30,18,21,85.7,8,44,52,27,16,4,4,17,-13,0,2024
22300362,12/19/23,regular,1610612738,BOS,GSW,BOS,53,126,47,114,41.2,17,58,29.3,15,17,88.2,18,37,55,28,8,6,5,13,-6,0,2024
22300362,12/19/23,regular,1610612744,GSW,GSW,BOS,53,132,50,109,45.9,20,50,40,12,14,85.7,18,41,59,29,10,4,5,15,6,1,2024
22300363,12/19/23,regular,1610612756,PHX,POR,PHX,48,104,42,94,44.7,5,23,21.7,15,21,71.4,14,33,47,23,15,10,6,15,-5,0,2024
22300363,12/19/23,regular,1610612757,POR,POR,PHX,48,109,39,87,44.8,14,28,50,17,19,89.5,10,32,42,23,17,8,4,18,5,1,2024
22300364,12/20/23,regular,1610612739,CLE,CLE,UTA,48,124,45,96,46.9,23,51,45.1,11,16,68.8,14,30,44,34,12,8,3,23,8,1,2024
22300364,12/20/23,regular,1610612762,UTA,CLE,UTA,48,116,40,78,51.3,13,30,43.3,23,28,82.1,6,32,38,24,16,5,6,22,-8,0,2024
22300365,12/20/23,regular,1610612766,CHA,IND,CHA,48,113,45,95,47.4,8,31,25.8,15,19,78.9,16,21,37,23,12,6,0,18,-31,0,2024
22300365,12/20/23,regular,1610612754,IND,IND,CHA,48,144,49,80,61.3,18,39,46.2,28,30,93.3,8,30,38,37,13,6,8,20,31,1,2024
22300366,12/20/23,regular,1610612748,MIA,ORL,MIA,48,115,40,83,48.2,15,29,51.7,20,24,83.3,10,29,39,25,11,6,2,17,9,1,2024
22300366,12/20/23,regular,1610612753,ORL,ORL,MIA,48,106,41,89,46.1,9,36,25,15,19,78.9,15,34,49,29,12,8,5,24,-9,0,2024
22300367,12/20/23,regular,1610612750,MIN,PHI,MIN,48,113,42,82,51.2,9,25,36,20,24,83.3,9,30,39,22,19,4,2,22,-14,0,2024
22300367,12/20/23,regular,1610612755,PHI,PHI,MIN,48,127,45,84,53.6,8,22,36.4,29,32,90.6,7,29,36,20,12,9,3,25,14,1,2024
22300368,12/20/23,regular,1610612751,BKN,BKN,NYK,48,102,37,101,36.6,15,47,31.9,13,17,76.5,17,32,49,25,11,6,9,20,-19,0,2024
22300368,12/20/23,regular,1610612752,NYK,BKN,NYK,48,121,44,95,46.3,13,33,39.4,20,25,80,12,42,54,24,11,8,7,15,19,1,2024
22300369,12/20/23,regular,1610612743,DEN,TOR,DEN,48,113,49,98,50,12,33,36.4,3,7,42.9,15,31,46,29,9,9,9,13,9,1,2024
22300369,12/20/23,regular,1610612761,TOR,TOR,DEN,48,104,43,90,47.8,9,27,33.3,9,13,69.2,10,31,41,26,11,3,5,12,-9,0,2024
22300370,12/20/23,regular,1610612741,CHI,CHI,LAL,48,124,48,88,54.5,18,34,52.9,10,11,90.9,7,41,48,25,16,7,6,15,16,1,2024
22300370,12/20/23,regular,1610612747,LAL,CHI,LAL,48,108,42,94,44.7,12,37,32.4,12,15,80,8,32,40,27,14,7,7,11,-16,0,2024
22300371,12/20/23,regular,1610612737,ATL,HOU,ATL,48,134,47,91,51.6,17,40,42.5,23,28,82.1,12,32,44,31,12,4,3,18,7,1,2024
22300371,12/20/23,regular,1610612745,HOU,HOU,ATL,48,127,44,89,49.4,16,34,47.1,23,23,100,8,29,37,25,9,4,6,23,-7,0,2024
22300372,12/20/23,regular,1610612742,DAL,DAL,LAC,48,111,39,91,42.9,14,43,32.6,19,27,70.4,13,23,36,23,8,8,3,19,-9,0,2024
22300372,12/20/23,regular,1610612746,LAC,DAL,LAC,48,120,43,77,55.8,11,31,35.5,23,25,92,7,37,44,27,14,6,4,22,9,1,2024
22300373,12/20/23,regular,1610612738,BOS,SAC,BOS,48,144,51,92,55.4,22,42,52.4,20,24,83.3,14,36,50,35,9,6,10,17,25,1,2024
22300373,12/20/23,regular,1610612758,SAC,SAC,BOS,48,119,43,91,47.3,21,44,47.7,12,23,52.2,12,25,37,29,7,4,8,15,-25,0,2024
22300374,12/21/23,regular,1610612765,DET,DET,UTA,48,111,43,86,50,9,31,29,16,19,84.2,12,29,41,24,21,6,9,19,-8,0,2024
22300374,12/21/23,regular,1610612762,UTA,DET,UTA,48,119,43,94,45.7,11,30,36.7,22,24,91.7,15,29,44,26,13,15,7,18,8,1,2024
22300375,12/21/23,regular,1610612739,CLE,CLE,NOP,48,104,41,87,47.1,17,44,38.6,5,8,62.5,6,29,35,34,12,4,3,13,-19,0,2024
22300375,12/21/23,regular,1610612740,NOP,CLE,NOP,48,123,47,86,54.7,15,35,42.9,14,16,87.5,7,33,40,32,9,7,4,15,19,1,2024
22300376,12/21/23,regular,1610612741,CHI,CHI,SAS,48,114,49,90,54.4,7,28,25,9,11,81.8,5,31,36,24,12,11,5,18,19,1,2024
22300376,12/21/23,regular,1610612759,SAS,CHI,SAS,48,95,37,81,45.7,10,30,33.3,11,16,68.8,9,32,41,24,19,6,7,11,-19,0,2024
22300377,12/21/23,regular,1610612754,IND,MEM,IND,48,103,38,90,42.2,18,52,34.6,9,11,81.8,12,27,39,28,17,12,9,21,-13,0,2024
22300377,12/21/23,regular,1610612763,MEM,MEM,IND,48,116,43,84,51.2,16,35,45.7,14,21,66.7,8,33,41,27,20,8,7,14,13,1,2024
22300378,12/21/23,regular,1610612749,MIL,MIL,ORL,48,118,38,90,42.2,11,37,29.7,31,35,88.6,10,41,51,26,13,3,6,22,4,1,2024
22300378,12/21/23,regular,1610612753,ORL,MIL,ORL,48,114,45,99,45.5,8,33,24.2,16,23,69.6,13,32,45,26,7,6,9,23,-4,0,2024
22300379,12/21/23,regular,1610612746,LAC,OKC,LAC,48,115,44,93,47.3,17,43,39.5,10,12,83.3,12,28,40,23,16,9,5,18,-19,0,2024
22300379,12/21/23,regular,1610612760,OKC,OKC,LAC,48,134,51,87,58.6,16,34,47.1,16,18,88.9,6,32,38,35,12,9,5,11,19,1,2024
22300380,12/21/23,regular,1610612747,LAL,MIN,LAL,48,111,41,83,49.4,10,24,41.7,19,24,79.2,7,31,38,21,18,6,6,18,-7,0,2024
22300380,12/21/23,regular,1610612750,MIN,MIN,LAL,48,118,42,87,48.3,14,36,38.9,20,25,80,9,31,40,32,14,13,7,19,7,1,2024
22300381,12/21/23,regular,1610612757,POR,POR,WAS,48,117,43,95,45.3,14,30,46.7,17,23,73.9,20,31,51,24,16,7,6,27,-1,0,2024
22300381,12/21/23,regular,1610612764,WAS,POR,WAS,48,118,42,84,50,12,30,40,22,32,68.8,7,30,37,26,12,9,6,17,1,1,2024
22300382,12/22/23,regular,1610612755,PHI,PHI,TOR,48,121,44,83,53,14,31,45.2,19,21,90.5,3,35,38,34,14,6,6,21,10,1,2024
22300382,12/22/23,regular,1610612761,TOR,PHI,TOR,48,111,39,87,44.8,9,33,27.3,24,28,85.7,11,35,46,30,12,9,6,16,-10,0,2024
22300383,12/22/23,regular,1610612751,BKN,BKN,DEN,48,117,43,89,48.3,13,33,39.4,18,26,69.2,14,31,45,32,11,4,7,23,-5,0,2024
22300383,12/22/23,regular,1610612743,DEN,BKN,DEN,48,122,45,87,51.7,11,26,42.3,21,25,84,8,33,41,29,6,6,5,19,5,1,2024
22300384,12/22/23,regular,1610612737,ATL,MIA,ATL,48,113,42,96,43.8,19,54,35.2,10,14,71.4,12,31,43,29,14,9,2,23,-9,0,2024
22300384,12/22/23,regular,1610612748,MIA,MIA,ATL,48,122,40,86,46.5,17,39,43.6,25,30,83.3,12,36,48,21,17,7,2,18,9,1,2024
22300385,12/22/23,regular,1610612742,DAL,HOU,DAL,48,96,35,101,34.7,7,40,17.5,19,26,73.1,14,33,47,18,12,10,1,17,-26,0,2024
22300385,12/22/23,regular,1610612745,HOU,HOU,DAL,48,122,46,95,48.4,11,38,28.9,19,23,82.6,12,51,63,21,17,7,3,22,26,1,2024
22300386,12/22/23,regular,1610612744,GSW,GSW,WAS,48,129,47,97,48.5,18,45,40,17,20,85,14,43,57,33,12,5,2,17,11,1,2024
22300386,12/22/23,regular,1610612764,WAS,GSW,WAS,48,118,44,97,45.4,11,35,31.4,19,24,79.2,9,30,39,25,9,7,4,16,-11,0,2024
22300387,12/22/23,regular,1610612756,PHX,SAC,PHX,48,105,39,88,44.3,5,25,20,22,28,78.6,15,30,45,19,15,8,4,19,-15,0,2024
22300387,12/22/23,regular,1610612758,SAC,SAC,PHX,48,120,44,83,53,12,38,31.6,20,26,76.9,7,30,37,32,14,7,7,24,15,1,2024
22300388,12/23/23,regular,1610612749,MIL,NYK,MIL,48,130,48,91,52.7,16,32,50,18,23,78.3,12,41,53,25,14,4,2,22,19,1,2024
22300388,12/23/23,regular,1610612752,NYK,NYK,MIL,48,111,41,93,44.1,9,29,31,20,21,95.2,11,30,41,17,11,5,2,22,-19,0,2024
22300389,12/23/23,regular,1610612738,BOS,LAC,BOS,48,145,49,94,52.1,25,53,47.2,22,28,78.6,15,36,51,33,10,4,5,19,37,1,2024
22300389,12/23/23,regular,1610612746,LAC,LAC,BOS,48,108,41,89,46.1,11,34,32.4,15,15,100,9,25,34,25,11,4,4,24,-37,0,2024
22300390,12/23/23,regular,1610612766,CHA,CHA,DEN,48,95,34,88,38.6,8,28,28.6,19,23,82.6,13,34,47,23,18,8,11,15,-7,0,2024
22300390,12/23/23,regular,1610612743,DEN,CHA,DEN,48,102,39,90,43.3,12,30,40,12,14,85.7,12,36,48,25,17,11,13,21,7,1,2024
22300391,12/23/23,regular,1610612754,IND,IND,ORL,48,110,43,82,52.4,15,34,44.1,9,13,69.2,7,26,33,27,15,7,6,30,-7,0,2024
22300391,12/23/23,regular,1610612753,ORL,IND,ORL,48,117,39,73,53.4,6,18,33.3,33,41,80.5,10,29,39,22,15,9,5,18,7,1,2024
22300392,12/23/23,regular,1610612745,HOU,NOP,HOU,48,106,35,82,42.7,9,29,31,27,35,77.1,13,31,44,21,12,9,2,20,2,1,2024
22300392,12/23/23,regular,1610612740,NOP,NOP,HOU,48,104,38,82,46.3,8,31,25.8,20,29,69,13,33,46,21,16,9,7,22,-2,0,2024
22300393,12/23/23,regular,1610612737,ATL,ATL,MEM,48,119,45,96,46.9,13,43,30.2,16,20,80,13,28,41,28,11,8,5,22,-6,0,2024
22300393,12/23/23,regular,1610612763,MEM,ATL,MEM,48,125,50,97,51.5,11,33,33.3,14,22,63.6,15,36,51,29,12,6,7,16,6,1,2024
22300394,12/23/23,regular,1610612751,BKN,BKN,DET,48,126,45,86,52.3,10,24,41.7,26,32,81.3,7,31,38,32,12,10,3,22,11,1,2024
22300394,12/23/23,regular,1610612765,DET,BKN,DET,48,115,39,79,49.4,15,35,42.9,22,29,75.9,6,30,36,26,14,5,3,25,-11,0,2024
22300395,12/23/23,regular,1610612761,TOR,TOR,UTA,48,119,45,94,47.9,13,32,40.6,16,19,84.2,12,27,39,35,11,7,5,17,-7,0,2024
22300395,12/23/23,regular,1610612762,UTA,TOR,UTA,48,126,48,91,52.7,17,38,44.7,13,14,92.9,8,33,41,35,12,7,5,17,7,1,2024
22300396,12/23/23,regular,1610612741,CHI,CHI,CLE,48,95,35,80,43.8,8,35,22.9,17,19,89.5,5,32,37,23,12,6,5,22,-14,0,2024
22300396,12/23/23,regular,1610612739,CLE,CHI,CLE,48,109,39,88,44.3,12,45,26.7,19,26,73.1,15,33,48,28,13,7,4,16,14,1,2024
22300397,12/23/23,regular,1610612747,LAL,OKC,LAL,48,129,47,90,52.2,16,32,50,19,23,82.6,8,36,44,37,9,7,7,13,9,1,2024
22300397,12/23/23,regular,1610612760,OKC,OKC,LAL,48,120,46,95,48.4,13,41,31.7,15,19,78.9,11,31,42,24,9,6,7,17,-9,0,2024
22300398,12/23/23,regular,1610612742,DAL,DAL,SAS,48,144,52,100,52,23,45,51.1,17,21,81,11,41,52,26,13,7,6,18,25,1,2024
22300398,12/23/23,regular,1610612759,SAS,DAL,SAS,48,119,44,98,44.9,14,45,31.1,17,24,70.8,8,34,42,32,10,9,3,16,-25,0,2024
22300399,12/23/23,regular,1610612744,GSW,GSW,POR,48,126,48,83,57.8,10,33,30.3,20,24,83.3,13,36,49,38,18,8,2,14,20,1,2024
22300399,12/23/23,regular,1610612757,POR,GSW,POR,48,106,38,84,45.2,13,35,37.1,17,25,68,8,22,30,26,12,13,3,20,-20,0,2024
22300400,12/23/23,regular,1610612750,MIN,SAC,MIN,48,110,44,87,50.6,10,33,30.3,12,14,85.7,7,36,43,31,12,9,5,18,12,1,2024
22300400,12/23/23,regular,1610612758,SAC,SAC,MIN,48,98,37,85,43.5,8,33,24.2,16,21,76.2,8,32,40,23,11,10,2,20,-12,0,2024
22300401,12/25/23,regular,1610612749,MIL,NYK,MIL,48,122,45,95,47.4,13,42,31,19,24,79.2,17,27,44,26,11,7,4,23,-7,0,2024
22300401,12/25/23,regular,1610612752,NYK,NYK,MIL,48,129,50,92,54.3,8,26,30.8,21,26,80.8,7,34,41,27,12,7,4,18,7,1,2024
22300402,12/25/23,regular,1610612743,DEN,DEN,GSW,48,120,40,82,48.8,14,34,41.2,26,32,81.3,10,33,43,25,14,6,4,17,6,1,2024
22300402,12/25/23,regular,1610612744,GSW,DEN,GSW,48,114,40,87,46,14,40,35,20,23,87,9,30,39,23,13,7,3,23,-6,0,2024
22300403,12/25/23,regular,1610612738,BOS,LAL,BOS,48,126,46,91,50.5,13,42,31,21,28,75,11,33,44,31,8,8,7,17,11,1,2024
22300403,12/25/23,regular,1610612747,LAL,LAL,BOS,48,115,43,90,47.8,13,32,40.6,16,21,76.2,13,30,43,24,12,4,1,19,-11,0,2024
22300404,12/25/23,regular,1610612748,MIA,MIA,PHI,48,119,40,84,47.6,12,32,37.5,27,35,77.1,13,43,56,27,14,5,7,17,6,1,2024
22300404,12/25/23,regular,1610612755,PHI,MIA,PHI,48,113,40,94,42.6,17,45,37.8,16,25,64,5,31,36,23,8,11,4,22,-6,0,2024
22300405,12/25/23,regular,1610612742,DAL,PHX,DAL,48,128,45,84,53.6,16,44,36.4,22,30,73.3,8,30,38,28,11,7,6,20,14,1,2024
22300405,12/25/23,regular,1610612756,PHX,PHX,DAL,48,114,40,90,44.4,14,41,34.1,20,25,80,14,33,47,28,16,5,2,21,-14,0,2024
22300406,12/26/23,regular,1610612751,BKN,DET,BKN,48,118,41,82,50,9,22,40.9,27,43,62.8,7,35,42,22,9,6,7,22,6,1,2024
22300406,12/26/23,regular,1610612765,DET,DET,BKN,48,112,40,90,44.4,9,25,36,23,32,71.9,16,36,52,20,14,6,4,27,-6,0,2024
22300407,12/26/23,regular,1610612753,ORL,WAS,ORL,48,127,49,93,52.7,12,26,46.2,17,25,68,7,33,40,30,16,11,5,16,8,1,2024
22300407,12/26/23,regular,1610612764,WAS,WAS,ORL,48,119,43,87,49.4,16,42,38.1,17,21,81,10,37,47,27,20,10,8,21,-8,0,2024
22300408,12/26/23,regular,1610612737,ATL,CHI,ATL,48,113,41,89,46.1,13,45,28.9,18,21,85.7,12,28,40,24,16,6,3,21,-5,0,2024
22300408,12/26/23,regular,1610612741,CHI,CHI,ATL,48,118,42,92,45.7,7,25,28,27,31,87.1,18,30,48,23,10,10,2,17,5,1,2024
22300409,12/26/23,regular,1610612745,HOU,HOU,IND,48,117,47,97,48.5,5,24,20.8,18,22,81.8,15,29,44,19,11,15,2,16,-6,0,2024
22300409,12/26/23,regular,1610612754,IND,HOU,IND,48,123,43,82,52.4,19,43,44.2,18,21,85.7,10,35,45,28,20,5,7,22,6,1,2024
22300410,12/26/23,regular,1610612763,MEM,NOP,MEM,53,116,39,90,43.3,11,46,23.9,27,32,84.4,8,42,50,24,18,10,17,24,1,1,2024
22300410,12/26/23,regular,1610612740,NOP,NOP,MEM,53,115,42,97,43.3,10,31,32.3,21,33,63.6,10,36,46,18,15,12,6,26,-1,0,2024
22300411,12/26/23,regular,1610612750,MIN,OKC,MIN,48,106,34,73,46.6,12,27,44.4,26,32,81.3,8,26,34,22,24,8,1,16,-23,0,2024
22300411,12/26/23,regular,1610612760,OKC,OKC,MIN,48,129,49,81,60.5,18,39,46.2,13,16,81.3,3,26,29,35,15,9,7,24,23,1,2024
22300412,12/26/23,regular,1610612759,SAS,SAS,UTA,48,118,44,98,44.9,16,35,45.7,14,21,66.7,13,30,43,36,9,8,8,18,-12,0,2024
22300412,12/26/23,regular,1610612762,UTA,SAS,UTA,48,130,47,95,49.5,16,43,37.2,20,22,90.9,13,40,53,34,14,4,7,21,12,1,2024
22300413,12/26/23,regular,1610612757,POR,POR,SAC,48,130,49,98,50,16,40,40,16,20,80,16,30,46,28,10,5,5,17,17,1,2024
22300413,12/26/23,regular,1610612758,SAC,POR,SAC,48,113,45,93,48.4,10,42,23.8,13,16,81.3,11,29,40,25,12,5,7,16,-17,0,2024
22300414,12/26/23,regular,1610612766,CHA,LAC,CHA,48,104,43,93,46.2,6,29,20.7,12,16,75,8,34,42,31,11,8,6,23,-9,0,2024
22300414,12/26/23,regular,1610612746,LAC,LAC,CHA,48,113,40,85,47.1,14,34,41.2,19,25,76,11,34,45,24,13,7,3,14,9,1,2024
22300415,12/27/23,regular,1610612753,ORL,ORL,PHI,48,92,31,79,39.2,9,33,27.3,21,24,87.5,9,34,43,17,16,5,11,18,-20,0,2024
22300415,12/27/23,regular,1610612755,PHI,ORL,PHI,48,112,45,96,46.9,10,28,35.7,12,17,70.6,12,36,48,14,10,10,8,19,20,1,2024
22300416,12/27/23,regular,1610612761,TOR,WAS,TOR,48,132,52,91,57.1,15,38,39.5,13,19,68.4,14,39,53,43,20,12,5,18,30,1,2024
22300416,12/27/23,regular,1610612764,WAS,WAS,TOR,48,102,42,90,46.7,8,33,24.2,10,15,66.7,10,24,34,25,17,11,3,17,-30,0,2024
22300417,12/27/23,regular,1610612751,BKN,BKN,MIL,48,122,45,101,44.6,7,32,21.9,25,29,86.2,17,30,47,29,9,7,2,17,-22,0,2024
22300417,12/27/23,regular,1610612749,MIL,BKN,MIL,48,144,52,89,58.4,23,51,45.1,17,23,73.9,8,33,41,41,10,6,8,18,22,1,2024
22300418,12/27/23,regular,1610612745,HOU,HOU,PHX,48,113,40,96,41.7,17,41,41.5,16,22,72.7,9,24,33,20,10,11,3,21,-16,0,2024
22300418,12/27/23,regular,1610612756,PHX,HOU,PHX,48,129,47,82,57.3,14,33,42.4,21,26,80.8,8,36,44,28,19,4,11,17,16,1,2024
22300419,12/27/23,regular,1610612752,NYK,OKC,NYK,48,120,41,82,50,14,34,41.2,24,30,80,9,31,40,24,18,2,2,21,-9,0,2024
22300419,12/27/23,regular,1610612760,OKC,OKC,NYK,48,129,49,90,54.4,14,32,43.8,17,22,77.3,3,24,27,20,4,6,10,21,9,1,2024
22300420,12/27/23,regular,1610612739,CLE,DAL,CLE,48,113,40,92,43.5,17,43,39.5,16,23,69.6,18,39,57,33,16,7,4,21,3,1,2024
22300420,12/27/23,regular,1610612742,DAL,DAL,CLE,48,110,39,88,44.3,10,37,27,22,26,84.6,7,30,37,21,10,12,7,21,-3,0,2024
22300421,12/28/23,regular,1610612738,BOS,BOS,DET,53,128,48,99,48.5,11,39,28.2,21,25,84,11,32,43,25,12,10,4,15,6,1,2024
22300421,12/28/23,regular,1610612765,DET,BOS,DET,53,122,48,101,47.5,14,43,32.6,12,19,63.2,19,38,57,27,19,7,4,21,-6,0,2024
22300422,12/28/23,regular,1610612741,CHI,CHI,IND,48,104,40,97,41.2,7,27,25.9,17,22,77.3,13,34,47,19,8,7,4,20,-16,0,2024
22300422,12/28/23,regular,1610612754,IND,CHI,IND,48,120,43,85,50.6,19,42,45.2,15,22,68.2,6,41,47,30,14,6,9,21,16,1,2024
22300423,12/28/23,regular,1610612742,DAL,MIN,DAL,48,110,40,90,44.4,14,33,42.4,16,19,84.2,13,26,39,29,18,9,3,27,-8,0,2024
22300423,12/28/23,regular,1610612750,MIN,MIN,DAL,48,118,38,74,51.4,17,33,51.5,25,34,73.5,6,32,38,23,22,9,10,21,8,1,2024
22300424,12/28/23,regular,1610612740,NOP,NOP,UTA,48,112,45,82,54.9,10,27,37,12,15,80,6,29,35,27,15,10,7,19,7,1,2024
22300424,12/28/23,regular,1610612762,UTA,NOP,UTA,48,105,36,85,42.4,12,39,30.8,21,25,84,17,25,42,27,19,5,3,15,-7,0,2024
22300425,12/28/23,regular,1610612743,DEN,DEN,MEM,48,142,55,96,57.3,20,41,48.8,12,14,85.7,12,41,53,43,12,6,7,19,37,1,2024
22300425,12/28/23,regular,1610612763,MEM,DEN,MEM,48,105,37,89,41.6,13,35,37.1,18,25,72,11,25,36,23,11,8,5,13,-37,0,2024
22300426,12/28/23,regular,1610612744,GSW,GSW,MIA,48,102,37,88,42,8,33,24.2,20,25,80,12,31,43,27,13,4,7,19,-12,0,2024
22300426,12/28/23,regular,1610612748,MIA,GSW,MIA,48,114,44,91,48.4,10,31,32.3,16,22,72.7,10,34,44,26,10,6,1,19,12,1,2024
22300427,12/28/23,regular,1610612757,POR,POR,SAS,48,105,35,101,34.7,11,36,30.6,24,32,75,22,35,57,16,13,6,4,22,-13,0,2024
22300427,12/28/23,regular,1610612759,SAS,POR,SAS,48,118,41,85,48.2,10,36,27.8,26,28,92.9,7,35,42,33,11,9,10,20,13,1,2024
22300428,12/28/23,regular,1610612766,CHA,LAL,CHA,48,112,40,85,47.1,15,33,45.5,17,28,60.7,8,35,43,29,19,5,5,14,-21,0,2024
22300428,12/28/23,regular,1610612747,LAL,LAL,CHA,48,133,52,97,53.6,15,30,50,14,14,100,5,37,42,41,11,11,7,21,21,1,2024
22300429,12/29/23,regular,1610612752,NYK,ORL,NYK,48,108,38,86,44.2,6,30,20,26,29,89.7,6,34,40,22,16,8,4,30,-9,0,2024
22300429,12/29/23,regular,1610612753,ORL,ORL,NYK,48,117,40,89,44.9,7,33,21.2,30,40,75,14,35,49,24,15,10,6,20,9,1,2024
22300430,12/29/23,regular,1610612751,BKN,WAS,BKN,48,104,39,91,42.9,9,28,32.1,17,27,63,18,36,54,24,10,5,4,13,-6,0,2024
22300430,12/29/23,regular,1610612764,WAS,WAS,BKN,48,110,46,91,50.5,15,38,39.5,3,7,42.9,8,35,43,28,7,5,5,19,6,1,2024
22300431,12/29/23,regular,1610612737,ATL,ATL,SAC,48,110,37,94,39.4,15,43,34.9,21,25,84,18,33,51,29,15,9,4,16,-7,0,2024
22300431,12/29/23,regular,1610612758,SAC,ATL,SAC,48,117,46,89,51.7,17,45,37.8,8,15,53.3,5,33,38,35,12,9,3,20,7,1,2024
22300432,12/29/23,regular,1610612738,BOS,BOS,TOR,48,120,43,88,48.9,17,39,43.6,17,20,85,13,39,52,29,16,3,6,17,2,1,2024
22300432,12/29/23,regular,1610612761,TOR,BOS,TOR,48,118,44,95,46.3,17,44,38.6,13,20,65,9,29,38,29,5,10,6,15,-2,0,2024
22300433,12/29/23,regular,1610612739,CLE,CLE,MIL,48,111,49,103,47.6,6,43,14,7,9,77.8,7,30,37,28,8,11,7,20,-8,0,2024
22300433,12/29/23,regular,1610612749,MIL,CLE,MIL,48,119,41,80,51.3,12,29,41.4,25,28,89.3,7,36,43,26,17,5,6,15,8,1,2024
22300434,12/29/23,regular,1610612745,HOU,HOU,PHI,48,127,49,91,53.8,14,30,46.7,15,21,71.4,14,28,42,30,17,8,6,24,-4,0,2024
22300434,12/29/23,regular,1610612755,PHI,HOU,PHI,48,131,45,86,52.3,12,33,36.4,29,33,87.9,11,19,30,22,10,10,5,21,4,1,2024
22300435,12/29/23,regular,1610612743,DEN,DEN,OKC,48,93,36,85,42.4,10,37,27,11,15,73.3,5,31,36,30,17,6,5,17,-26,0,2024
22300435,12/29/23,regular,1610612760,OKC,DEN,OKC,48,119,46,91,50.5,12,35,34.3,15,16,93.8,10,41,51,29,12,10,8,20,26,1,2024
22300436,12/29/23,regular,1610612766,CHA,PHX,CHA,48,119,44,92,47.8,23,46,50,8,8,100,8,18,26,32,6,5,3,17,-14,0,2024
